,train_loss,train_accuracy
0,3.5403299604521856,0.09539999999999992
1,2.6898269022835626,0.10799999999999996
2,2.5536236405372614,0.10299999999999994
3,2.478747876485189,0.16499999999999995
4,2.4348957795566983,0.1783999999999999
5,2.41903625064426,0.16759999999999997
6,2.307029718822903,0.2158000000000001
7,2.3431633504231772,0.22020000000000006
8,2.264039957258436,0.2342
9,2.2309812400076128,0.23239999999999994
10,2.1935044860839845,0.222
11,2.1880602863099843,0.25339999999999996
12,2.1559172285927666,0.25360000000000005
13,2.1737621892823116,0.2658
14,2.1634236465560064,0.2558000000000001
15,2.1319328824679054,0.24819999999999998
16,2.124904671245151,0.24599999999999997
17,2.1101091729270087,0.2676
18,2.137863459057278,0.2694000000000002
19,2.086788289811876,0.2654
20,2.090549312962426,0.29040000000000005
21,2.083374201721615,0.26599999999999996
22,2.0958559012413023,0.2874000000000001
23,2.055499999258253,0.268
24,2.062094825108846,0.27140000000000003
25,2.0449400189187794,0.2952
26,2.047588680850135,0.28780000000000017
27,2.0166944456100464,0.2792
28,2.031160989072588,0.28919999999999996
29,2.021503791279263,0.2584
30,2.0320761399798926,0.28119999999999995
31,2.017436857223511,0.2878000000000001
32,2.025293305185106,0.2982
33,2.013499297036065,0.28
34,2.0073792134390933,0.2948000000000002
35,1.9813048876656427,0.2868000000000001
36,1.9874005105760362,0.2906000000000002
37,1.9908519381946987,0.2906000000000001
38,2.0207985067367558,0.2844
39,1.9583989538086786,0.30500000000000016
40,1.999525554445055,0.3148
41,1.988312894238366,0.30440000000000017
42,1.9527318583594429,0.31780000000000014
43,1.9520687654283315,0.314
44,1.97714226298862,0.3298000000000002
45,1.9626532117525735,0.3226
46,1.9715814097722373,0.3140000000000001
47,1.9485510836707225,0.31500000000000006
48,1.9625588205125595,0.30920000000000003
49,1.9480014226171705,0.30979999999999996
50,1.9494375207689074,0.3344000000000002
51,1.9228951480653549,0.3446
52,1.9244136680497064,0.34040000000000004
53,1.9157119181421067,0.31840000000000024
54,1.9348740508821272,0.33600000000000013
55,1.8974901138411628,0.33819999999999995
56,1.8978524756431578,0.34060000000000007
57,1.9106529744466147,0.3438000000000001
58,1.8804023769166736,0.3530000000000001
59,1.8743552541732786,0.34060000000000024
60,1.886175643603007,0.34879999999999994
61,1.9001539889971415,0.34979999999999994
62,1.8948643687036302,0.3502
63,1.8806726082166036,0.35200000000000015
64,1.8761754028002422,0.3450000000000002
65,1.854289119773441,0.3660000000000002
66,1.8593085585700142,0.36260000000000003
67,1.8754896971914508,0.36180000000000007
68,1.8423090744018555,0.3532
69,1.8553981423377988,0.38180000000000014
70,1.836300137572818,0.369
71,1.8207011890411375,0.3846
72,1.8487184892760382,0.3744000000000002
73,1.796099849541982,0.3734000000000002
74,1.813431950410207,0.3898000000000002
75,1.7995630219247605,0.3782
76,1.7801808855268688,0.38499999999999995
77,1.7935831456714209,0.3942000000000004
78,1.7995873578389485,0.38559999999999994
79,1.783386209673352,0.3996
80,1.749943435854382,0.39020000000000027
81,1.8014996457099912,0.3956000000000001
82,1.794885279337565,0.4039999999999999
83,1.7945636587672762,0.4016000000000001
84,1.7701679950290257,0.41820000000000024
85,1.7701443874835967,0.3992000000000002
86,1.7549332515398661,0.41280000000000006
87,1.7274926319387227,0.41340000000000005
88,1.7553143766191268,0.4141999999999999
89,1.7396456526385413,0.4099999999999999
90,1.714380069043901,0.42640000000000006
91,1.747569862604141,0.42579999999999985
92,1.7373708889219497,0.4158
93,1.7321070823404525,0.42540000000000006
94,1.7124587780899472,0.42700000000000016
95,1.7037801848517524,0.43000000000000027
96,1.6804380453957453,0.43500000000000016
97,1.7037896892759536,0.43279999999999985
98,1.6952443271213107,0.42919999999999997
99,1.6686035003927018,0.43300000000000005
100,1.6701462046305338,0.4384000000000001
101,1.6601269363032447,0.4409999999999999
102,1.6921068106757269,0.43000000000000016
103,1.6956360754701827,0.44080000000000014
104,1.6492220405737559,0.4446000000000001
105,1.6394972711139257,0.4356000000000003
106,1.641973402897517,0.4366000000000003
107,1.6632666250069934,0.4338000000000004
108,1.648516236278746,0.45680000000000015
109,1.6302368391884698,0.45259999999999984
110,1.6295485989252725,0.45420000000000016
111,1.6556814392407735,0.4713999999999998
112,1.641680352290471,0.4588000000000001
113,1.6257019038995104,0.45719999999999994
114,1.6054490347703296,0.46120000000000005
115,1.5979521558019854,0.45439999999999997
116,1.6163066807058122,0.4601999999999999
117,1.6067799107233682,0.44600000000000006
118,1.6235328997506033,0.46100000000000013
119,1.6280638374222651,0.45160000000000006
120,1.6270425004429285,0.46640000000000015
121,1.5875732457637786,0.47259999999999985
122,1.6171526535352072,0.4721999999999999
123,1.605750778781043,0.4752000000000001
124,1.5826024150848388,0.47880000000000017
125,1.5891495349672105,0.4720000000000001
126,1.6161465888553195,0.46599999999999986
127,1.5660291107495625,0.4738
128,1.5738291219870248,0.48300000000000004
129,1.5845355469650695,0.4772000000000001
130,1.5932075211736894,0.4778
131,1.5846447416146596,0.47139999999999993
132,1.5858224127027725,0.47799999999999976
133,1.5575219897429147,0.4760000000000002
134,1.5944375022252397,0.48580000000000007
135,1.5701133558485243,0.4872000000000001
136,1.5525497384866078,0.49420000000000003
137,1.5631103824244605,0.5006000000000002
138,1.574899634917577,0.4812000000000001
139,1.5528757727146147,0.49660000000000015
140,1.5832486132780708,0.49379999999999996
141,1.5571788669957058,0.49419999999999975
142,1.5412636436356437,0.4981999999999998
143,1.5369341447618272,0.4829999999999999
144,1.5295936091740925,0.49200000000000005
145,1.5399625644418928,0.5042
146,1.54347460826238,0.4913999999999998
147,1.5337068472968207,0.5034000000000001
148,1.4891451120376584,0.5078
149,1.5322991899649303,0.48920000000000013
150,1.5163640179899003,0.5062
151,1.5398143214649624,0.5077999999999999
152,1.481167396042082,0.5094
153,1.5041218692726557,0.5127999999999999
154,1.5093098039097257,0.5116
155,1.5128154822190605,0.4976000000000001
156,1.4998938262462618,0.5125999999999998
157,1.4973090355926089,0.5118
158,1.5181916969352298,0.49819999999999987
159,1.4531944358348845,0.4990000000000005
160,1.4916132283210755,0.5148000000000001
161,1.4959203371736738,0.5192
162,1.4636798960632746,0.5164000000000001
163,1.4781411482228175,0.5128
164,1.4616477909353045,0.5170000000000001
165,1.4707374538315667,0.5158000000000003
166,1.4986256158351896,0.5142
167,1.4913144772582585,0.5229999999999999
168,1.4615764439105987,0.5312
169,1.4631022258599597,0.5280000000000001
170,1.4606562361452315,0.5216000000000001
171,1.456104248629676,0.5208000000000002
172,1.4542468757099576,0.5286
173,1.483667227824529,0.5272000000000001
174,1.4248137566778394,0.5286
175,1.4670165277851952,0.5356000000000002
176,1.4385921307404836,0.5326
177,1.4333872040112816,0.5273999999999999
178,1.4404359232054815,0.5265999999999998
179,1.434304269552231,0.54
180,1.4468246459960938,0.5398000000000002
181,1.4254790846506755,0.5282000000000001
182,1.4323955296145543,0.5309999999999997
183,1.4714379772875046,0.5422
184,1.4221471751398511,0.5386
185,1.4299553880426619,0.5355999999999999
186,1.4255596925152674,0.5443999999999997
187,1.4248352115684086,0.5420000000000001
188,1.4294274406962926,0.5506
189,1.4089238214492799,0.5467999999999998
190,1.4251965231365626,0.5539999999999999
191,1.4113507279422548,0.555
192,1.393155201143689,0.5486000000000001
193,1.428757775094774,0.5489999999999999
194,1.3877872987588247,0.545
195,1.3992367083496517,0.5518
196,1.3812741165690952,0.5493999999999998
197,1.38725677145852,0.5517999999999998
198,1.4005338336361777,0.5601999999999998
199,1.4191011933485664,0.5572000000000001
200,1.379263003203604,0.5522
201,1.3821792742941112,0.5543999999999998
202,1.3782552636331982,0.5581999999999998
203,1.3966162334548105,0.5647999999999999
204,1.355534174044927,0.5494
205,1.385205943915579,0.5730000000000001
206,1.3918686339590285,0.5573999999999998
207,1.372389004495409,0.5665999999999999
208,1.3695539216200512,0.5685999999999999
209,1.3818445189793906,0.5726000000000001
210,1.3303041610452861,0.5632
211,1.3428470978471967,0.573
212,1.3471240091323853,0.5751999999999998
213,1.3956840284665426,0.5701999999999998
214,1.3486665500534905,0.564
215,1.36441047973103,0.5839999999999995
216,1.3575776163736977,0.5702000000000002
217,1.3560187341769534,0.5675999999999997
218,1.3147130345635945,0.5805999999999997
219,1.3470647270149656,0.5793999999999998
220,1.3021965964635214,0.5866
221,1.327783941162957,0.584
222,1.3347518927521176,0.5840000000000001
223,1.3204177931944527,0.584
224,1.3271109375688765,0.5849999999999997
225,1.34095815287696,0.5805999999999998
226,1.3135421819819346,0.5841999999999999
227,1.3022156035900116,0.5933999999999997
228,1.338098341094123,0.5841999999999998
229,1.287822807298766,0.5885999999999998
230,1.264916244480345,0.5815999999999999
231,1.2976271335946188,0.5785999999999998
232,1.306921098563406,0.5785999999999999
233,1.3174385019143422,0.5992000000000001
234,1.3116177011860741,0.5903999999999998
235,1.2765671619110637,0.5951999999999998
236,1.2893204994996388,0.5915999999999997
237,1.3013577595684265,0.5948
238,1.2830406936672,0.5957999999999999
239,1.2981395734681023,0.5995999999999999
240,1.3051379542880588,0.5839999999999997
241,1.2577431081400978,0.6082000000000001
242,1.2441935345861646,0.6011999999999997
243,1.2802942285935084,0.6035999999999998
244,1.2444799513287015,0.5971999999999997
245,1.2772623424397573,0.6047999999999997
246,1.2964443502823513,0.6061999999999999
247,1.2666847336292268,0.6075999999999998
248,1.265729022887018,0.6017999999999998
249,1.2447479673226676,0.5983999999999999
250,1.2724740436342028,0.6065999999999999
251,1.222836821013027,0.6009999999999998
252,1.2296187157101102,0.6092
253,1.237232787741555,0.6144
254,1.2649040336079067,0.5963999999999998
255,1.2630866983201767,0.6115999999999997
256,1.2432091512282688,0.6111999999999999
257,1.2516676980919308,0.6196
258,1.180931841333707,0.6138
259,1.2335592350694868,0.6093999999999999
260,1.2480824353959827,0.6203999999999997
261,1.2379349168141682,0.6275999999999997
262,1.2431503482659658,0.6065999999999999
263,1.2210376855399871,0.6262000000000001
264,1.218069961865743,0.6247999999999998
265,1.2512028713358774,0.6187999999999996
266,1.2314360829194386,0.6172
267,1.2292773858043884,0.6257999999999996
268,1.2244898808002473,0.6233999999999998
269,1.2151296253999073,0.6199999999999999
270,1.1794590226146913,0.6239999999999999
271,1.2278194595045515,0.6255999999999999
272,1.190488873720169,0.6235999999999998
273,1.1978743043210769,0.632
274,1.2141087600919938,0.6231999999999999
275,1.197841780583064,0.6322000000000001
276,1.2242917604578865,0.6269999999999999
277,1.1775857580370372,0.6253999999999997
278,1.1681461614370345,0.6237999999999996
279,1.184499687022633,0.6349999999999999
280,1.1958454147974649,0.6359999999999996
281,1.1933374684386782,0.6380000000000001
282,1.1953228134579128,0.6359999999999997
283,1.185927250981331,0.6377999999999997
284,1.1679576696952183,0.6341999999999999
285,1.1900023972988127,0.6320000000000001
286,1.1782775501410165,0.6313999999999996
287,1.1503149168358908,0.6377999999999999
288,1.1864728373951383,0.6353999999999997
289,1.1320480885770585,0.6397999999999999
290,1.1562364425261817,0.6392
291,1.1821042552921508,0.6509999999999998
292,1.131881512635284,0.6509999999999998
293,1.1384000087446637,0.65
294,1.1484011277887558,0.632
295,1.1352479563819038,0.6412
296,1.1329756714238062,0.6421999999999997
297,1.1756367917855581,0.6349999999999997
298,1.1485314814911949,0.6435999999999997
299,1.1964171641733912,0.6493999999999996
300,1.1580100802911653,0.6461999999999998
301,1.1444531004296408,0.6523999999999996
302,1.1455344025956262,0.6495999999999998
303,1.142528808514277,0.6533999999999999
304,1.13075212445524,0.6574
305,1.090184282130665,0.6609999999999998
306,1.1595650845766068,0.6513999999999998
307,1.145046615070767,0.6561999999999998
308,1.1244341909223134,0.6427999999999996
309,1.124967198835479,0.6654000000000001
310,1.113373074134191,0.6537999999999999
311,1.1292852719624835,0.6475999999999996
312,1.0936789876884885,0.6561999999999997
313,1.0923767619331677,0.6532000000000001
314,1.0873050610886679,0.6603999999999998
315,1.1293550472789342,0.6551999999999996
316,1.0987062019109726,0.6637999999999997
317,1.113756405711174,0.6639999999999996
318,1.0713650037844977,0.6685999999999999
319,1.1011189224322637,0.6665999999999999
320,1.1161824519104429,0.6661999999999999
321,1.0750062470965915,0.6493999999999995
322,1.0932769078678555,0.6665999999999999
323,1.0656970020135244,0.6633999999999997
324,1.1078007660309475,0.6615999999999996
325,1.0781345262792377,0.6646000000000001
